Symbol	Description
EXXAY.OB	Exxaro Resources ADR
EXXBF.OB	Exeblock Technology Corp
EXXRF.OB	Exor Holding NV
EYCCF.OB	Eyecarrot Innovations Corp
EZCL.OB	Acroboo
EZEN.OB	Ezenia Inc
EZIDF.OB	Ezion Holdings Ltd
EZTD.OB	Eztd Inc
FABK.OB	First Advantage Bancorp
FABP.OB	Farmers Bancorp [In]
FABU.OB	Fab Universal Corp
FACO.OB	First Acceptance Corporation
FAFL.OB	First Americano Fincl Cp
FAGI.OB	Full Alliance Group Inc
FALC.OB	Falconstor Software Inc
FAMDF.OB	Futura Medical Plc Ord
FANDY.OB	Firstrand Ltd
FANUF.OB	Fanuc Ltd
FANUY.OB	Fanuc Ltd Unsp A
FARE.OB	World Moto Inc
FARYF.OB	Far Ltd
FASDF.OB	Fantasy Aces Daily Fantasy Sports Corp
FAVO.OB	Favo Realty Inc
FAXRF.OB	Fairfax Financial Holdings Ltd Cumulative Pfd Sh
FAXXF.OB	Fairfax Financial Holdings Ltd
FBAK.OB	First Natl Bk Alaska
FBASF.OB	Fibra Uno
FBAYF.OB	Fortune Bay
FBBPF.OB	Prologis Property Mexico Sa DE Cv
FBCD.OB	Fbc Hld Inc
FBCE.OB	Fibercore Inc
FBEC.OB	Fbec Worldwide Inc
FBER.OB	Agritech Worldwide Inc
FBIP.OB	Fnb Bancorp Inc [Pa]
FBNK.OB	Facebank Group Inc
FBOHY.OB	Forbo Holding
FBOO.OB	First Bank of Ohio [Oh]
FBOP.OB	Media Central Corp
FBPA.OB	Farmers Bank [Va]
FBPI.OB	First Bncp Ind
FBPRL.OB	First Bancorp 7.00% Non-Cumula
FBPRM.OB	First Bancorp 7.40 C
FBPRN.OB	First Bancorp 7.25 D
FBPRO.OB	First Bancorp Preferred Stock
FBPRP.OB	First Bcp Hld Pf A
FBRKF.OB	Fastbrick Robotics Ltd
FBSE.OB	Fastbase Inc
FBSFF.OB	Fabasoft Ag
FBSI.OB	First Bancshares
FBTT.OB	First Bankers Trshs
FBVA.OB	Farmers Banksha Inc
FBVI.OB	Fcn Banc Corp
FCBBF.OB	Finecobank Banca Fineco Spa
FCCG.OB	Fog Cutter Capital Group Inc
FCCN.OB	Fusa Capital Corp
FCCT.OB	First Community Corp
FCCTP.OB	First Comnty Corp A
FCELB.OB	Fuelcell Energy Pf B
FCGD.OB	First Colombia Gold Corp
FCHS.OB	First Choice Healthcare Solutions
FCIC.OB	FcCC Inc
FCIT.OB	First Citrus Bancorp
FCMGF.OB	Firm Capital Mortgage Investment Corp
FCMKF.OB	Funcom NV Ord
FCNCB.OB	First Citizens Bks B
FCNE.OB	Four Corners Inc
FCOB.OB	1st Colonial Bcp PA
FCODF.OB	Financiere DE L'Odet
FCPB.OB	First Capital Bancsh
FCREY.OB	Fletcher Building Ltd ADR
FCRM.OB	Franklin Credit Management Corp
FCSMF.OB	Focus Metals Inc
FCSUF.OB	Focus Minerals Ltd
FCUUF.OB	Fission Uranium
FCUV.OB	Focus Universal Inc
FCXXF.OB	First Capital Real Estate Investment Trust
FDBL.OB	Friendable Inc
FDCFF.OB	Forum Uranium Corp
FDCHF.OB	Funding Circle Holdings Plc
FDDMF.OB	Fdm Group [Holdings] Plc
FDEI.OB	Fidelis Energy Inc
FDFT.OB	Foodfest Intl 2000
FDGMF.OB	Southstone Minerals Limited
FDHC.OB	Fidelity Holding Corp
FDIT.OB	Findit Inc
FDMF.OB	Freedom Energy Hlds
FDMQF.OB	Freedom Oil and Gas Ltd
FDMSD.OB	Fandom Sports Media Corp
FDMSF.OB	Fandom Sports Media Corp
FDOC.OB	Fuel Doctor Hldgs Inc
FDRVF.OB	First Derivatives Plc
FDTC.OB	Fnds3000
FDVA.OB	The Freedom Bank of Virginia
FDVXF.OB	First Division Ventures Inc
FECCF.OB	Pacific Exploration & Production Corp
FECHF.OB	Fidelity China Special Situations Plc
FECOF.OB	Fec Resources Inc
FEDC.OB	Federal Casters Corp
FEERF.OB	Freeport Res Inc
FEKR.OB	Fertil-A-Chron Inc
FELPU.OB	Foresight Energy LP
FELTY.OB	Fuji Electric Holdin
FERGY.OB	Ferguson Plc
FERL.OB	Fearless Films Inc
FERN.OB	Fernhill Corp
FESNF.OB	First Re Invst TR
FETM.OB	Fentura Finl Inc
FEWP.OB	Far East Wind Pwr
FEXXF.OB	Fjordland Expl Inc
FFDF.OB	Ffd Financial Corp
FFLO.OB	Freeflow Inc
FFLWF.OB	Fire & Flower Holdings Corp
FFMGF.OB	First Mining Finance Corp
FFMH.OB	First Fmrs Mrchts CO
FFMR.OB	First Farmers Financial Corp
FFNTF.OB	4Front Ventures Corp
FFPM.OB	Ffp Marketing CO Inc
FFRIF.OB	Fast Forward Innovations Limited
FFRMF.OB	Future Farm Technologies Inc
FFWC.OB	Ffw Corp
FFXDF.OB	Fairfax India Ho-Sub
FFXXF.OB	Fairfax Africa Holdings
FFZY.OB	Fansfrenzy Corp
FGBDF.OB	First Global Data
FGCO.OB	Financial Gravity Companies Inc
FGFH.OB	Foresight Financial
FGFI.OB	First Greenwich Financial Inc
FGOVF.OB	Freegold Ventures
FGPHF.OB	First Graphene Ltd
FGPR.OB	Ferrellgas Partners LP
FGWLF.OB	Flughafen Wien Ag
FHAI.OB	Fountain Healthy Aging
FHAID.OB	Fountain Healthy Agi
FHBC.OB	Fernhill Beverage Inc
FHBI.OB	First Home Bancorp Inc [Florida]
FHGDF.OB	Founder Holdings Ltd
FHLB.OB	Friendly Hills Bk
FHNIY.OB	Foschini Group Ltd ADR
FHRT.OB	First Hartford Corp
FIBH.OB	First Bancshares Inc
FIDS.OB	Fnb Inc [Ohio]
FIEB.OB	First Intctntl Bk GA
FIEGF.OB	FI Enhanced Gloabl High Yield ETN
FIEIF.OB	Firesteel Res Inc
FIFG.OB	First Foods Group Inc
FIISO.OB	Financial Institutions Inc 8.48% Cl B Pfd Ser B-
FIND.OB	Findex.com Inc
FINGF.OB	Finning International Inc
FINMF.OB	Finmeccanica Spa
FINMY.OB	Finmeccanica ADR
FINN.OB	First National of Nebraska Inc
FIOGF.OB	Fiore Gold Ltd
FIRRY.OB	First Tractor Co. Ltd ADR
FIRZF.OB	Firebird Resources Inc
FISB.OB	1st Capital Bank [Ca]
FISOF.OB	Fission 3.0
FITX.OB	Creative Edge Nutrition Inc
FIZN.OB	First Citizens Bancshares Inc [Dyersburg Tn]
FJHL.OB	Fovea Jewelry Holdings Ltd
FJTNF.OB	Fuji Media Holdings Inc
FJTNY.OB	Fuji Media Holdings Inc ADR
FJTSF.OB	Fujitsu Ltd
FJTSY.OB	Fujitsu Ltd ADR
FKCIF.OB	Fukui Computer Holdings Inc
FKRAF.OB	Fiskars Oy Akt A
FKWL.OB	Franklin Wireless CO
FKYS.OB	First Keystone Corp
FLAF.OB	Farm Lands of Africa
FLCX.OB	Flooidcx Corp
FLES.OB	The 4 Less Group Inc
FLEW.OB	Fleetwood Bank Corp
FLFG.OB	Federal Life Group Inc
FLHID.OB	Blubuzzard Inc.
FLIDF.OB	Flsmidth & CO A/S
FLIDY.OB	Flsmidth & CO A/S Ad
FLKI.OB	Falken Industries
FLMMF.OB	Filo Mining Corp
FLMNF.OB	Fielmann Ag
FLMP.OB	Flame Seal Products
FLOD.OB	Flowery Gold Mns of Nev
FLOOF.OB	Flower One Holdings Inc
FLRE.OB	Flameret Inc
FLSS.OB	Forbes Energy Services Ltd
FLST.OB	Fuelstream Inc
FLURF.OB	Flurotech
FLUX.OB	Flux Power Holdings Inc
FLWPF.OB	The Flowr
FLXI.OB	Flexiinternational Software Inc
FLXP.OB	Flexpower Inc
FLXT.OB	Flexpoint Sensor Sys
FLYLF.OB	Flyht Aerospace Solutions Ltd
FMBL.OB	Farmers & Merch Bk
FMBM.OB	F&M Bank Corp
FMBN.OB	Farmers & Merchants Bancshares Inc
FMBRY.OB	Famous Brands Ltd ADR
FMBV.OB	Full Motion Beverage
FMCB.OB	Farmers & Merch Bcp
FMCC.OB	Freddie Mac
FMCCG.OB	Freddie Mac Var Pfd
FMCCH.OB	Freddie Mac 5.10 Pfd
FMCCI.OB	Freddie Mac Var Pr B
FMCCJ.OB	Freddie Mac Pfd Q
FMCCK.OB	Freddie Mac 5.79
FMCCL.OB	Freddie Mac Var RTS
FMCCM.OB	Freddie Mac Noncum
FMCCN.OB	Freddie Mac Var N
FMCCO.OB	Freddie Mac 5.81 O
FMCCP.OB	Freddie Mac Pfd P
FMCCS.OB	Fed Homeln Pfd
FMCCT.OB	Federal Home Loan Mortgage Corp
FMCKI.OB	Federal Home Loan Mortgage Corp
FMCKJ.OB	Freddie Mac Pfd Z
FMCKK.OB	Fed Home Ln Mtg 5.0
FMCKL.OB	Freddie Mac 6.02 Pfd
FMCKM.OB	Federal Home Ln Mtg
FMCKN.OB	Federal Home Ln Mtg
FMCKO.OB	Fed Home Ln Mtg
FMCKP.OB	Freddie Mac 5.7 Pfd
FMCQF.OB	Fresenius Med Care A
FMFG.OB	Farmers & Merchants Bank [Md]
FMFP.OB	First Community Financial Corp
FMGXF.OB	First Mexican Gold Cp Ord
FMHS.OB	Farmhouse Inc
FMIA.OB	First Miami Bancorp Inc
FMNJ.OB	Franklin Mining Inc
FMOCF.OB	Fomento Construcciones Sa
FMPR.OB	Fame Productions Inc
FMTNF.OB	First Mountain Exp
FMYR.OB	Family Room Entertainment Corp
FNAM.OB	Evolutionary Genomics Inc
FNBCQ.OB	First Nbc Bank Holdi
FNBT.OB	Finemark Holdings Inc
FNCJF.OB	Fancamp Exploration
FNCNF.OB	Fincantieri Spa
FNCSD.OB	North American Financial 15 Split Corp
FNCTF.OB	France Telecom S.A.
FNDM.OB	Fund.com Inc Cl A
FNEC.OB	First National Energy Crp
FNFI.OB	First Niles Finl
FNGR.OB	Fingermotion Inc
FNGWF.OB	5G Networks Ltd
FNHI.OB	Franchise Hlds Intl
FNHM.OB	Fnbh Bancorp [Mi]
FNINF.OB	49 North Res Inc
FNLIF.OB	First Natl Finl Corp
FNLPF.OB	Fresnillo Plc
FNMA.OB	Fannie Mae
FNMAG.OB	Fannie Mae 5.375 I
FNMAH.OB	Federal Natl Mtg Pfd
FNMAI.OB	Fed Ntl Mtg Ser Q
FNMAJ.OB	Fannie Mae Pfd R
FNMAK.OB	Federal Natl Pfd N
FNMAL.OB	Fed Natl Mtg Pfd M
FNMAM.OB	Fannie Mae 5.81 H
FNMAN.OB	Federal National Mortgage Association
FNMAO.OB	Fannie Mae Noncum G
FNMAP.OB	Fannie Mae Pfd F
FNMAS.OB	Fannie Mae Pfd S
FNMAT.OB	Federal Natl Pfd T
FNMFM.OB	Fed Natl Mtg Pfd E
FNMFN.OB	Federal National Mortgage Association
FNMFO.OB	Fed Natl Mtg Pfd I
FNNCF.OB	Financial 15 Split Corp
FNNGF.OB	Fanlogic Interactive
FNNNF.OB	Finnair Oyj
FNNTF.OB	Fintech Group Ag Registered Shares
FNNZF.OB	Fincanna Capital Corp
FNQQF.OB	Fineqia International Inc
FNRC.OB	1st NRG Corp
FNRG.OB	Forcefield Energy Inc
FNRN.OB	First Northern Comm Banc
FNXLF.OB	Fenix Financial Ltd
FOCIF.OB	Focusrite Plc
FOJCF.OB	Fortum Corp Finland
FOJCY.OB	Fortum Oyj
FOLGF.OB	Falcon Oil & Gas Ltd
FONU.OB	Fonu2 Inc
FORU.OB	Foru Holdings Inc
FORW.OB	Forwardly Inc.
FOSI.OB	Frontier Oilfield Services Inc
FOSUF.OB	Fosun Intl Ltd
FOSYF.OB	Forsys Metals Corp
FOTB.OB	First Ottawa Bcsh DE
FOVSY.OB	Ford Otomotiv
FOYJ.OB	Foy Johnston Inc
FPAFF.OB	First Pacific CO Ord
FPAFY.OB	First Pacific CO Ltd
FPCG.OB	First Physicians Capital Group Inc
FPFI.OB	Fresh Promise Foods Inc
FPHHF.OB	First Philippine Hld
FPLF.OB	First Pet Life Inc [Tx]
FPLPY.OB	Provident Fin Plc Ad
FPMI.OB	Fluoropharma Medical Inc
FPOCF.OB	First Point Minerals
FPPP.OB	Fieldpoint Petroleum Corp
FPRGF.OB	Falco Pac Resource
FPRUF.OB	Fraport Ag Frankfurt Airport Services Worldwide
FPVD.OB	Force Protection Video Equipment Corp
FPVTF.OB	Golden Pursuit Resources Ltd
FPWM.OB	1st Prestige Wealth
FQFC.OB	Fuquan Financial CO
FQVLF.OB	First Quantum Minerals Ltd
FQVTF.OB	Fevertree Drinks Plc
FRACF.OB	Foraco Intl Marseil
FRAZ.OB	Francisco Industries
FRCEF.OB	Fletcher Building
FRCN.OB	Firemans Contractors
FRCOF.OB	Fast Retailing CO Ltd
FRCOY.OB	Fast Retailing CO Ltd
FREDQ.OB	Fred's Inc
FREEF.OB	Freeseas Inc
FREGP.OB	Fed Hom Ln Mtg Cp 5
FREJN.OB	Federal Home Loan Mortgage Corp
FREJO.OB	Fed Home Ln Pfd
FREJP.OB	Federal Home 5.30%
FREVS.OB	First Rl-Est Invt TR NJ Sbi
FRFC.OB	First Robinson Finl Corp
FRFFF.OB	Fairfax Financial Holdings Ltd Cum 5 Yr Rate Res
FRFGF.OB	Fairfax Financial Holdings Ltd Pfd Shs Ser E 5 Y
FRFHF.OB	Fairfax Finl Hld Sub
FRFR.OB	Fritzy Tech Inc.
FRFXF.OB	Fairfax Financial
FRGY.OB	Frontier Energy
FRHHF.OB	Foras Hld Ser B Dkk100
FRHLF.OB	Freehold Royalty
FRHV.OB	Fresh Harvest Prodct
FRIFF.OB	Fortress REIT Ltd
FRIVF.OB	Fortune Re Invst TR Units
FRLF.OB	Freedom Leaf Inc
FRLI.OB	Frelii Inc
FRMA.OB	Firma Holdings Corp
FRMB.OB	Forum Mobile Inc
FRMO.OB	Frmo Corp
FRMUF.OB	Firm Capital Property Trust
FRNKF.OB	Frankly
FRNV.OB	Frontera Investment Inc
FRPC.OB	First Republic Corp Amer
FRRPF.OB	Fiera Capital Corp
FRRSF.OB	Far Resources Ltd
FRRVF.OB	Ferrovial S.A.
FRRVY.OB	Ferrovial Sa ADR
FRSB.OB	First Resource Bank
FRTCF.OB	Far East Consortium Intl
FRTD.OB	Fortitude Group Inc
FRTN.OB	Fortran Corp
FRXX.OB	Forecross Corp
FRZT.OB	Freeze Tag Inc
FSAM.OB	Fifth Street
FSCR.OB	Federal Screw Work
FSDK.OB	First Citizens National Bank [Upper Sandusky Oh]
FSEI.OB	First Seismic Corp
FSGCY.OB	First Gen Corp [Philippines] ADR
FSHRF.OB	Feishang Anthracite
FSNR.OB	Freestone Resources
FSNUF.OB	Fresenius Se & CO Kgaa
FSNUY.OB	Fresenius Se & CO Kg
FSPKF.OB	Fisher & Paykel Hlth
FSPM.OB	Fusion Pharm Inc
FSRL.OB	First Reliance Bk SC
FSSN.OB	Fision Corp
FSTF.OB	First State Fincl Corp
FSTJ.OB	First America Res Corp
FSUGY.OB	Fortescue Metal
FSUMF.OB	Fortescue Metal Grp
FSWA.OB	First Sound Bk [Wa]
FTBYF.OB	Fortune Bay Corp
FTCX.OB	Fortecx Inc
FTDPF.OB	First Trust Global Funds Plc Ucits ETF Eurozone
FTEG.OB	For The Earth Corp
FTGFF.OB	Firan Technology Group Corp
FTGI.OB	Finotec Group Inc
FTLF.OB	Fitlife Brands Inc
FTMDF.OB	Fortune Minerals Ltd
FTMNF.OB	Fortress Minerals CO
FTMR.OB	Fortem Resources Inc
FTPM.OB	420 Property Management Inc
FTRSF.OB	Fortis Inc Cumulative Redeemable 5 Yr Fixed Rate
FTSSF.OB	First Cobalt
FTWS.OB	Flitways Technology Inc
FTXP.OB	Foothills Exploration Inc
FUAIF.OB	Funai Electric CO Ltd
FUAIY.OB	Funai Electric CO Ltd ADR
FUAPF.OB	Fundamental Applications
FUBAF.OB	Futaba Corp
FUEG.OB	Face Up Entrnt Grp Inc
FUFOF.OB	Fresh Express Delivery Holdings Group CO Ltd
FUGMF.OB	Fura Emeralds Inc
FUIG.OB	Fusion Interactive Corp
FUJHF.OB	Fuji Heavy Inds Ltd
FUJHY.OB	Fuji Heavy Inds ADR
FUJIF.OB	Fujifilm Holdings Cp
FUJIY.OB	Fujifilm Hlds Corp
FULO.OB	Fullnet Communications Inc
FUNN.OB	Amfil Technologies
FUPBY.OB	Fuchs Petrolub Se
FURCF.OB	Faurecia Se
FURGF.OB	Furgo NV EUR .20 Ord
FUST.OB	Fuse Group Holding Inc
FUTL.OB	Futureland Corp
FUTS.OB	Future Science Holdings Inc
FUWAF.OB	Furukawa Electric CO Ltd
FUWAY.OB	Furukawa Elec Ltd Ad
FVANF.OB	First Vanadium Corp
FVGCF.OB	Fire River Gold Corp
FVRG.OB	Forevergreen Worldwide Corp
FVVSF.OB	Five Star Diamonds Ltd
FWDG.OB	Futureworld Energy
FWEDF.OB	Fireweed Zinc Ltd
FWONB.OB	Formula One Group Srs B
FXBY.OB	Foxby Corp
FXCNF.OB	Fih Mobile Ltd
FXCNY.OB	Foxconn Intl Hld ADR
FXFLF.OB	Fairfax Finl Hlds
FXLG.OB	F S Bancorp Lagrange
FXRVF.OB	Four Rivers Resources Inc
FXTGY.OB	Foxtons Group Plc
FYRTY.OB	Familymart Co.Ltd
FZMD.OB	Fuse Medical Inc
FZRO.OB	Flashzero Corp
GABA.OB	Georgia Bancshares
GABLF.OB	Gabriellas Kitchen Inc
GACR.OB	Green Automotive CO
GADS.OB	Gadsen Properties Inc.
GAEC.OB	Gulf Alternative Engy Crp
GAHC.OB	Global Arena Hld
GAHD.OB	Global Agricultural Hldgs
GALKF.OB	Galantas Gold Cp
GALXF.OB	Galaxy Res Ltd
GAMN.OB	Great Amer Food
GANS.OB	Gainsco Inc
GAPFF.OB	Aimia Inc
GAPJ.OB	Golden Apple Oil & Gas Inc
GARB.OB	Garb Oil & Power Corp
GARLF.OB	Netcoins Holdings Inc.
GARPF.OB	Golden Agri-Res Ord
GARPY.OB	Golden Agri-Res ADR
GARWF.OB	Golden Arrow Resources Corp
GASE.OB	Great East Energy
GASNY.OB	Gas Natural ADR
GATA.OB	Groupe Athena Inc
GATGF.OB	Gatling Exploration Inc
GAWK.OB	Gawk Inc
GAXY.OB	Galaxy Next Generation Inc
GAYGF.OB	Galway Gold
GAYMF.OB	Galway Metals
GAZZF.OB	Ipath.B Natural Gas Subindex TR ETN
GBBEF.OB	Ipath Goldman Sachs Gbp/Usd Exchange Rate ETN
GBBFF.OB	Granada Gold Mine Inc
GBBGF.OB	Global Li-Ion Graphite Corp
GBBT.OB	Global Boatworks Holdings Inc
GBCS.OB	Global Casinos Inc
GBDMF.OB	Global Dominion Access Sa
GBEN.OB	Global Resource Energy Inc
GBERF.OB	Geberit Ag Jona
GBERY.OB	Geberit Ag ADR
GBGD.OB	Global Gold Corp
GBGPF.OB	Gb Group Plc
GBHL.OB	Global Entmt Hld Inc
GBHPF.OB	Global Hemp Grp
GBIM.OB	Globeimmune Cm
GBLBF.OB	Groupe Bruxelles
GBLBY.OB	Groupe Bruxelles Lambert ADR
GBLEF.OB	Global Energy Metals
GBLP.OB	Global Pharmatech Inc
GBLTF.OB	Gblt Corporation
GBLX.OB	Growblox Sciences Inc
GBNW.OB	Global Networks Corp
GBNXF.OB	Gibson Energy
GBOKF.OB	Greenbrook Tms
GBOOF.OB	Grupo Fin Banorte Se
GBOOY.OB	Grupo Financiero ADR
GBPT.OB	Globe Photos Inc
GBRRF.OB	Gabriel Resources Ltd
GBSNQ.OB	Great Basin Scientific Inc
GBTC.OB	Bitcoin Invt TR
GBXPY.OB	Via Varejo Sa ADR Repstg Com
GCAAF.OB	Guardian Capital Grp A
GCAN.OB	Greater Cannabis Company
GCCO.OB	Garden City CO
GCEH.OB	Global Clean Energy
GCEI.OB	Global Clean Energy Inc
GCFB.OB	Granite City Food and Brewery Ltd
GCFFF.OB	Goldcliff Resource Corp
GCGMF.OB	Great Canadian Gamin
GCGX.OB	Global Consortium Inc
GCHK.OB	Greenchek Technology Inc
GCIN.OB	Gc International Inc
GCLL.OB	Greencell Inc
GCLT.OB	Gainclients Inc
GCPEF.OB	Gcl-Poly Energy Hld
GCPL.OB	Global Cap Ptnrs Inc
GCRIF.OB	Rogue Resources Inc Ord
GCTAF.OB	Gamesa Corp Tecn S.A.
GCTAY.OB	Gamesa Corporacion
GCYO.OB	Gold Canyon Bank AZ
GDAR.OB	Golden Age Resources Inc
GDDCF.OB	Goldspot Discoveries Corp
GDDFF.OB	Goodfood Market
GDET.OB	Gd Entertainment & Technology Inc
GDLCF.OB	Grayscale Digital Large Cap Fund Llc
GDLLF.OB	Geodrill Ltd Ord
GDLNF.OB	Greenland Minerals
GDMRF.OB	Golden Dawn Minerals
GDNGY.OB	Pt Perusahaan Rokok Tjap Gudang Garam Tbk ADR
GDPHF.OB	Golden Pheasant Res Ltd
GDQMF.OB	Goldquest Mining Corp
GDRZF.OB	Gold Reserve Inc
GDSI.OB	Global Digital Soltn
GDSKF.OB	Goldspike Exploration Inc
GDVM.OB	Global Develpmts
GDVTZ.OB	Gould Investors L.P. Units LP Int.
GDXRF.OB	Goldex Resources Corp
GEAGY.OB	Gea Group Ag ADR
GEAHF.OB	Great Eagle Hld H $
GEATF.OB	Gea Technologies Ltd
GEBHF.OB	Genting Berhad
GEBHY.OB	Genting Berhad Spons
GEBRF.OB	Greenbriar Capital Corp
GECFF.OB	Gecina Act Nom
GEECF.OB	Global Environmtl En
GEFI.OB	Geo Finance Corp
GEGI.OB	Genesis Electronics
GEGP.OB	Gold Entertainment Group Inc
GEGYF.OB	Genel Energy Plc
GEIN.OB	Genesys Industries Inc
GELV.OB	Green Energy Live
GELYF.OB	Geely Automobile Hld
GELYY.OB	Geely Auto Hlds ADR
GENGF.OB	Gear Energy
GENH.OB	Generation Hemp Inc.
GENMF.OB	Generation Mining Ltd
GENTF.OB	G5 Entertainment Ab
GENX.OB	Genex Pharmaceutical
GEOR.OB	Geopetro Resources CO
GEPC.OB	Gepco Ltd
GERFF.OB	Glen Eagle Resources
GERS.OB	Greenshift Corp
GESI.OB	Green Energy Solution Industries Inc
GETH.OB	Green Envirotech
GETHD.OB	Green Envirotech
GEVI.OB	General Envirnmt MGT
GFASY.OB	Gafisa S.A.
GFCI.OB	Grifco International Inc
GFCJ.OB	Guaranty Financial
GFDV.OB	General Finance & Dev Inc
GFGSF.OB	Gfg Resources
GFGU.OB	Getfugu Inc
GFKSY.OB	Gulf Keystone Petroleum Ltd
GFMH.OB	Goliath Film & Media Holdings
GFNL.OB	Genesis Financial Inc
GFOO.OB	Genufood Energy
GFSZF.OB	G4S Plc Ord Shs
GFSZY.OB	G4S Plc ADR
GFTX.OB	Global Fiber Technologies Inc
GGAZF.OB	Goldgroup Mng Inc
GGBL.OB	Guar Global Ltd
GGBXF.OB	Green Growth Brands Inc
GGDVY.OB	Guangdong Investment
GGGOF.OB	Galane Gold Ltd
GGIFF.OB	Garibaldi Res Corp
GGII.OB	Green Globe Intl Inc
GGLDF.OB	Getchell Gold Corp [Canada]
GGLT.OB	Giant Group Ltd
GGLXF.OB	Ggl Resources Corp
GGNDF.OB	Gn Store Nord A/S
GGNNW.OB	Genocea Biosciences Inc Warrants Class A [09/01/
GGPXF.OB	G-Resources Group Ltd
GGRGF.OB	Groupe Gorge S.A.
GGRN.OB	Global Green Solutns
GGROU.OB	Golden Growers Coop
GGSM.OB	Gold and Gemstone Mining Inc
GGTHF.OB	Golden Goliath Res
GGTTF.OB	Gtec Holdings
GGXXF.OB	Ggx Gold Corp
GHAV.OB	Grand Havana Inc
GHHC.OB	Gh Capital Inc
GHHH.OB	Global House Holdings
GHIFF.OB	Gamehost Income Fd
GHIL.OB	Green and Hill Industries Inc
GHMP.OB	Good Hemp Inc.
GHRI.OB	Goliath Resources Inc
GHST.OB	Ghost Technology IN
GHTI.OB	G-H-3 International Inc
GIDYL.OB	Gi Dynamics Inc
GIFLF.OB	Grifols Sa Barcelona
GIFOF.OB	Grifols Sa Barcelona
GIFX.OB	Gifa Inc
GIGA.OB	Giga Tronics Inc
GIGL.OB	Giggles and Hugs Inc
GIGNF.OB	Genting Singapore Limited
GIGNY.OB	Genting Singapore Plc ADR
GILXF.OB	Gitennes Expl Inc [F
GITH.OB	Global IT Hldgs Inc
GJNSF.OB	Gjensidige Forsikring ASA
GJNSY.OB	Gjensidige Forsikrin
GJST.OB	Geo Js Technology Group Corp
GKIT.OB	Greenkraft Inc
GKPRF.OB	Gatekeeper Sys Inc
GKSGF.OB	Grenkeleasing Ag Baden
GLAE.OB	Glassbridge Enterprises Inc
GLAPF.OB	Glanbia Plc Ord
GLAPY.OB	Glanbia Plc [Ireland] ADR
GLATF.OB	Global Atomic Corp
GLAXF.OB	Glaxosmithkline Plc
GLBB.OB	Global Quest Ltd
GLBD.OB	Global Seed Corp
GLBR.OB	Global Brokerage Inc
GLBRF.OB	Global Brands Group Holding Ltd
GLBXF.OB	Globex Mining Enterprises Inc
GLCC.OB	Good Life China Corp
GLCNF.OB	Glencore Internation
GLCO.OB	Global Links Cp
GLDFF.OB	Golden Leaf Holdings Ltd
GLDLF.OB	Goldmining Inc
GLDN.OB	Gold Dynamics Corp
GLDRF.OB	Idaho Champion Gold Mines
GLDT.OB	Gold Coast Bank
GLEC.OB	Global Ecology Corp
GLFH.OB	Galenfeha
GLFW.OB	Gulf West Invt Pptys
GLGDF.OB	Gogold Res Inc
GLGI.OB	Greystone Logistics
GLGLF.OB	Glg Life Tech Corp
GLHD.OB	Golden Holdings Group Com
GLIBB.OB	Gci Liberty Inc
GLIIF.OB	Glacier Lake Resources
GLKFF.OB	Raise Production Inc Ord
GLKIF.OB	Great Lakes Graphite Inc
GLLA.OB	Gilla Inc
GLLK.OB	Gold Lakes Corp
GLLL.OB	Glacial Lakes Corn Processors Unit Com & Cap
GLMFF.OB	Glacier Media Inc
GLNCY.OB	Glencore International Plc
GLNNF.OB	Glance Technologies Inc
GLOH.OB	Glow Holdings Inc
GLPEY.OB	Galp Energia ADR
GLPGF.OB	Galapagos Genomics Ord
GLPH.OB	Gala Pharmaceutical Inc
GLPT.OB	Global Profit Tech
GLRI.OB	Glori Energy Inc Cmn
GLRP.OB	Glen Rose Petroleum
GLTC.OB	Geltech Solutions
GLTVF.OB	Globaltrans Investment Plc Gdr
GLUC.OB	Glucose Health Inc
GLUX.OB	Great Lakes Aviat
GLVMF.OB	Golden Valley Mines
GLXZ.OB	Galaxy Gaming Inc
GLYE.OB	Glyeco Inc
GMBB.OB	Grand Mountain Bancshares Inc
GMBL.OB	Vgambling Inc
GMBLD.OB	Esports Entertainment Group Inc.
GMBXF.OB	Grupo Mexico Sa B Sh
GMDTF.OB	Golden Meditech CO
GMELY.OB	Gome Retail Holdings Ltd ADR
GMER.OB	Good Gaming Inc
GMEV.OB	Gme Innotainment Inc
GMGI.OB	Golden Matrix Group Inc
GMGSF.OB	Goodman Gp Sydney Stpld
GMHLF.OB	Gam Holding Ag
GMHLY.OB	Gam Hld Ltd
GMICF.OB	Genworth MI Cda Inc
GMMNF.OB	Gameaccount Network Plc
GMMVF.OB	G Medical Innovations Holdings Ltd
GMND.OB	Green Mountain Development Corp
GMNFF.OB	Gobimin Inc
GMNI.OB	Gemini Group Global Corp
GMOYF.OB	GMO Internet Inc
GMPW.OB	Givemepower Corp
GMPXF.OB	Gmp Capital Inc
GMRSF.OB	Gme Resources Ltd
GMVHF.OB	Gaming Vc Holdings
GMVMF.OB	Gmv Minerals Inc
GMVP.OB	Gridiron Bionutrients Inc
GMWKF.OB	Games Workshop Grp O
GMZP.OB	Gemz Corp
GNAL.OB	Generation Alpha Inc
GNBF.OB	Gnb Financial Services Inc
GNBT.OB	Generex Biotechnology Corporatio
GNCC.OB	Genco Corp
GNCGY.OB	Greencore Group Plc
GNCP.OB	Gncc Capital Inc
